PSMID,cv,hsax-prediction,scx-prediction,rp-prediction,hsax-prediction-peptide1,scx-prediction-peptide1,rp-prediction-peptide1,hsax-prediction-peptide2,scx-prediction-peptide2,rp-prediction-peptide2,hsax-error,scx-error,rp-error,hsax-error-peptide1,scx-error-peptide1,rp-error-peptide1,hsax-error-peptide2,scx-error-peptide2,rp-error-peptide2
799998,-1,0,5,31.365291595458984,0,3,19.62877082824707,0,6,4.8095703125,1,0,-1.0272055954589838,1,2,10.70931517175293,1,-1,25.5285156875
1200962,-1,1,4,45.21731185913086,0,6,18.947599411010742,1,4,19.34275245666504,0,0,-1.112033859130861,1,-2,25.157678588989256,0,0,24.76252554333496
1535801,-1,5,4,54.95423126220703,4,4,28.436695098876953,0,4,19.590578079223633,0,-3,2.5376557377929885,1,-3,29.055191901123067,5,-3,37.90130892077639
1336429,1,7,0,82.97078704833984,8,0,48.155879974365234,7,0,42.00969314575195,0,1,-20.42988404833985,-1,1,14.385023025634759,0,1,20.53120985424804
408566,-1,5,7,24.3667049407959,3,6,17.031829833984375,2,6,0.4079142212867737,1,0,4.225833059204103,3,1,11.560708166015626,4,1,28.184623778713227
158614,1,5,0,53.48439025878906,5,0,40.737281799316406,6,0,19.94188690185547,-1,0,-6.997978258789068,-1,0,5.749130200683588,-2,0,26.544525098144526
1426100,2,2,1,41.289886474609375,2,1,20.318836212158203,2,2,14.374411582946777,0,1,-5.035513474609374,0,1,15.935536787841798,0,0,21.879961417053224
880503,1,7,5,75.4461898803711,7,0,64.55534362792969,8,4,18.08562469482422,-2,-3,-10.963287880371084,-2,2,-0.07244162792967757,-3,-2,46.39727730517579
1621797,-1,3,5,37.46923065185547,3,6,14.8578519821167,0,4,15.684418678283691,1,-1,-0.44541865185546925,1,-2,22.1659600178833,4,0,21.339393321716308
901603,-1,5,3,39.89712142944336,3,3,18.47296714782715,4,4,14.4971923828125,1,-2,1.6066175705566366,3,-2,23.030771852172848,2,-3,27.006546617187496
956971,2,6,6,71.78156280517578,6,2,50.471126556396484,2,5,14.713810920715332,2,1,-13.419175805175762,2,5,7.891260443603535,6,2,43.64857607928469
1510227,-1,0,5,31.86457633972168,0,4,24.60002326965332,0,6,0.33759599924087524,0,-1,2.6538966602783205,0,0,9.91844973034668,0,-2,34.180877000759125
967580,-1,6,4,45.89463424682617,4,5,19.355085372924805,4,3,19.61258888244629,1,0,1.175928753173828,3,-1,27.715477627075195,3,1,27.45797411755371
1652437,-1,0,4,45.18476867675781,0,2,24.441892623901367,0,5,13.815914154052734,1,-1,2.1084613232421887,1,1,22.851337376098634,1,-2,33.47731584594727
1483762,1,5,0,63.832210540771484,6,0,35.60940170288086,6,0,35.41759490966797,-1,0,-13.93260554077149,-2,0,14.290203297119135,-2,0,14.482010090332025
875219,-1,4,3,33.086849212646484,0,5,14.84500789642334,4,2,11.314882278442383,1,-1,4.336754787353513,5,-3,22.578596103576658,1,0,26.108721721557615
681350,-1,4,3,41.79290008544922,2,2,23.64509391784668,1,5,11.220843315124512,0,-2,2.9734219145507765,2,-1,21.121228082153316,3,-4,33.545478684875484
1306510,-1,7,6,81.74274444580078,6,6,43.35674285888672,4,3,31.45905113220215,-1,-3,-4.10743344580078,0,-3,34.27856814111328,2,0,46.17625986779785
693805,3,1,4,41.25955581665039,0,1,26.67128562927246,0,6,-0.9316878914833069,0,0,-0.731561816650391,1,3,13.856708370727539,1,-2,41.45968189148331
799735,-1,1,6,28.211435317993164,0,6,10.65542984008789,0,5,10.62905216217041,0,-1,0.7629826820068466,1,-1,18.31898815991212,1,0,18.3453658378296
1166303,3,0,2,39.17987060546875,0,2,12.074787139892578,0,2,11.585124015808105,0,-1,-1.8600236054687542,0,-1,25.245059860107418,0,-1,25.73472298419189
901868,3,6,3,44.58729553222656,4,3,24.66732406616211,2,2,4.4000163078308105,0,-2,-1.37743853222657,2,-2,18.542532933837883,4,-1,38.80984069216918
307778,-1,5,6,59.862327575683594,5,6,38.80249786376953,0,5,14.132878303527832,2,-1,12.546725424316406,2,-1,33.60655513623047,7,0,58.27617469647217
35491,-1,3,4,49.19203186035156,2,4,33.68108367919922,0,4,8.583992004394531,0,-4,2.972680139648439,1,-4,18.483628320800783,3,-4,43.58071999560547
818382,-1,5,6,68.76795196533203,3,6,40.614349365234375,1,4,21.226652145385742,0,-2,-5.63533696533203,2,-2,22.518265634765626,4,0,41.90596285461426
17797,2,2,5,30.89824676513672,3,4,11.156373023986816,0,2,13.145232200622559,0,0,-4.14443276513672,-1,1,15.597440976013182,2,3,13.60858179937744
1536508,1,6,0,71.73833465576172,7,0,46.3019905090332,6,0,32.6311149597168,-1,1,-10.644284655761716,-2,1,14.7920594909668,-1,1,28.462935040283206
1015975,-1,4,5,37.46189880371094,4,6,19.04623794555664,0,4,11.488701820373535,0,0,-5.777116803710939,0,-1,12.638544054443358,4,1,20.196080179626463
715903,-1,1,4,26.9691219329834,0,5,11.458169937133789,0,4,8.583992004394531,1,0,-1.3134669329833955,2,-1,14.197485062866214,2,0,17.07166299560547
657821,-1,4,3,31.81861686706543,4,3,12.6099853515625,0,4,12.28167724609375,1,-2,1.7791161329345684,1,-2,20.987747648437498,5,-3,21.316055753906248
865212,-1,6,3,56.27185821533203,5,2,29.97624397277832,0,5,19.368650436401367,1,-1,7.459887784667977,2,0,33.75550202722169,7,-3,44.36309556359864
633540,-1,5,4,37.918670654296875,4,5,18.124183654785156,0,4,12.867526054382324,0,-1,4.926187345703127,1,-2,24.720674345214846,5,-1,29.977331945617678
1201121,-1,1,4,43.29380416870117,0,3,31.149866104125977,0,6,5.216978073120117,0,0,1.4406658312988299,1,1,13.584603895874025,1,-2,39.517491926879885
438608,-1,0,6,24.25410270690918,0,6,1.2347924709320068,0,4,16.092350006103516,2,1,-3.1819197069091736,2,1,19.837390529068,2,3,4.9798329938964905
381603,2,5,4,44.27812576293945,5,1,28.4010066986084,2,5,9.280481338500977,0,0,-1.3113837629394567,0,3,14.565735301391598,3,-1,33.68626066149902
788862,-1,4,6,40.826171875,3,6,20.148208618164062,0,4,13.750997543334961,0,0,4.122605124999993,1,0,24.80056838183593,4,2,31.19777945666503
1424538,-1,0,4,28.42032814025879,1,3,18.018009185791016,0,5,3.4753687381744385,2,-2,-0.8660031402587904,1,-1,9.536315814208983,2,-3,24.07895626182556
518741,-1,4,7,32.2025032043457,4,6,19.7906551361084,0,7,5.484894275665283,1,1,1.6724527956543014,1,2,14.084300863891606,5,1,28.39006172433472
1779563,3,0,6,33.118778228759766,0,6,15.28553581237793,0,2,2.313279628753662,0,1,0.9117847712402352,0,1,18.74502718762207,0,5,31.71728337124634
470533,-1,4,7,49.41984558105469,2,7,27.23980140686035,1,5,15.25308895111084,-1,-1,-0.09198558105468635,1,-1,22.08805859313965,2,1,34.07477104888916
1700122,1,8,0,99.10298156738281,8,0,61.48521041870117,8,0,44.812564849853516,-1,8,-23.22845556738281,-1,8,14.389315581298831,-1,8,31.061961150146487
1097262,-1,5,4,54.05039596557617,5,6,22.906034469604492,0,3,24.2174015045166,-1,-2,-0.27321996557616757,-1,-4,30.871141530395512,4,-1,29.559774495483403
109273,-1,5,6,33.67317581176758,2,6,15.956496238708496,3,6,10.789718627929688,1,0,3.9121941882324194,4,0,21.6288737612915,3,0,26.79565137207031
611183,-1,5,5,52.650672912597656,5,4,30.992971420288086,0,6,14.730746269226074,1,1,5.339078087402342,1,2,26.996779579711912,6,0,43.259004730773924
303873,-1,6,6,48.16107940673828,4,5,22.06227684020996,5,6,19.171842575073242,1,-1,4.07272659326172,3,0,30.17152915979004,2,-1,33.06196342492676
64394,3,1,3,38.33878707885742,1,4,23.072532653808594,0,2,-0.253709614276886,2,-1,3.120042921142577,2,-2,18.386297346191405,3,0,41.712539614276885
900872,-1,5,3,33.153778076171875,4,4,12.795624732971191,0,4,13.431198120117188,1,-2,2.3602159238281217,2,-3,22.718369267028805,6,-3,22.08279587988281
1719875,-1,6,4,62.45745849609375,5,6,30.51850700378418,1,3,25.011999130249023,0,-2,0.7953245039062438,1,-4,32.734275996215814,5,-1,38.24078386975097
1049089,3,6,6,57.12495803833008,5,4,36.37273025512695,2,6,5.232264518737793,0,-2,4.047839961669915,1,0,24.80006774487304,4,-2,55.9405334812622
880997,2,5,3,72.1849594116211,6,4,32.52525329589844,1,0,33.06306838989258,0,-1,-4.549534411621096,-1,-2,35.11017170410156,4,2,34.57235661010742
693451,-1,1,4,35.90743637084961,0,5,15.02687931060791,0,4,13.953601837158203,0,0,3.218564629150393,1,-1,24.099121689392092,1,0,25.1723991628418
1244121,3,0,6,29.399690628051758,0,4,10.297714233398438,0,6,3.5820183753967285,1,1,2.8758063719482436,1,3,21.977782766601564,1,1,28.693478624603273
879748,-1,5,4,55.905555725097656,5,5,36.42912292480469,0,4,12.54947566986084,0,-2,4.85934627490235,0,-3,24.33577907519532,5,-2,48.21542633013917
440227,-1,2,6,28.561351776123047,3,6,17.282411575317383,0,6,4.351984024047852,0,1,0.6782272238769416,-1,1,11.957167424682606,2,1,24.887594975952137
1484636,-1,4,2,47.75172805786133,0,3,25.160791397094727,4,3,15.663969993591309,0,-2,6.534395942138666,4,-3,29.125332602905267,0,-3,38.622154006408685
422076,1,5,6,19.43515396118164,4,1,7.236690998077393,7,0,19.393247604370117,-1,1,-0.0524869611816392,0,6,12.145976001922609,-3,7,-0.010580604370115765
215892,-1,0,4,45.76106262207031,0,3,19.402820587158203,0,5,19.43128204345703,0,-2,2.121036377929684,0,-1,28.479278412841794,0,-3,28.450816956542965
647569,-1,6,4,50.8487434387207,6,5,38.09495544433594,0,5,5.82682991027832,0,-4,3.2326225612792996,0,-5,15.986410555664065,6,-5,48.25453608972168
1597406,2,4,3,58.31681442260742,4,2,38.11653518676758,2,2,13.60363483428955,0,0,-5.431454422607423,0,1,14.76882481323242,2,1,39.28172516571045
1172718,1,7,4,32.49850845336914,7,0,19.052631378173828,8,2,20.640663146972656,-1,1,-3.8219954533691407,-1,5,9.623881621826172,-2,3,8.035849853027344
1199208,-1,0,5,37.20128631591797,0,5,14.132878303527832,2,4,16.141448974609375,1,-1,-1.188039315917969,1,-1,21.880368696472168,-1,0,19.871798025390625
1571625,2,0,7,22.03609275817871,2,7,8.559136390686035,0,2,6.880319595336914,0,1,3.208573241821288,-2,1,16.685529609313964,0,6,18.364346404663085
698918,1,1,3,63.151859283447266,7,0,65.20194244384766,1,0,5.144700050354004,0,1,1.775206716552745,-6,4,-0.27487644384764565,0,4,59.78236594964601
931693,1,6,3,67.44926452636719,7,0,62.31235122680664,6,0,12.331680297851562,-1,-1,0.4406254736328066,-2,2,5.5775387731933534,-1,2,55.55820970214843
128625,-1,4,6,53.59724426269531,3,4,37.91032409667969,0,6,8.759963035583496,0,-2,3.8698267373046917,1,0,19.556746903320317,4,-2,48.70710796441651
438532,-1,1,6,20.75050163269043,1,5,9.013978958129883,0,6,4.8095703125,1,1,0.011450367309571163,1,2,11.747973041870118,2,1,15.9523816875
1109570,1,2,6,41.11349105834961,4,0,36.74574661254883,6,2,11.562535285949707,-1,1,1.0370729416503934,-3,7,5.404817387451175,-5,5,30.588028714050296
64178,-1,3,4,39.312744140625,2,6,13.341816902160645,0,2,19.043968200683594,0,-2,1.5718838593749993,1,-4,27.542811097839355,3,0,21.840659799316406
430734,1,5,1,74.33374786376953,7,0,55.784854888916016,2,0,25.743682861328125,-1,6,-14.231303863769533,-3,7,4.317589111083983,2,7,34.35876113867187
694126,-1,1,4,40.49539566040039,0,5,19.614835739135742,0,4,13.953597068786621,0,0,1.5112423395996046,1,-1,22.391802260864253,1,0,28.053040931213374
69026,2,5,2,79.6203842163086,4,3,33.38911056518555,3,0,39.634639739990234,-2,0,-15.4326062163086,-1,-1,30.798667434814448,0,2,24.55313826000976
551397,-1,4,3,45.16051483154297,4,4,21.7209529876709,0,4,16.51259994506836,0,-2,5.455530168457031,0,-3,28.8950920123291,4,-3,34.10344505493164
607822,-1,5,6,39.28636932373047,4,5,19.031158447265625,1,6,13.328251838684082,1,0,0.6821706762695285,2,1,20.937381552734372,5,0,26.640288161315915
1438185,-1,1,6,37.543827056884766,1,6,15.961466789245605,0,5,14.655404090881348,0,-1,0.277493943115239,0,-1,21.8598542107544,1,0,23.165916909118657
597403,1,6,1,68.49772644042969,7,0,51.092960357666016,5,0,24.599533081054688,-1,2,-5.094911440429684,-2,3,12.309854642333988,0,3,38.803281918945316
21179,2,2,2,48.2754020690918,4,2,27.532798767089844,0,2,14.145968437194824,0,3,-6.919061069091782,-2,3,13.823542232910171,2,3,27.21037256280519
719379,3,0,5,38.64201354980469,0,5,13.188918113708496,0,3,9.933138847351074,2,-1,3.672761450195317,2,-1,29.12585688629151,2,1,32.38163615264893
440004,-1,1,6,30.229148864746094,0,6,10.203816413879395,0,6,13.09837818145752,1,1,-1.9566778647460907,2,1,18.06865458612061,2,1,15.174092818542483
1685760,2,3,0,54.535037994384766,1,1,30.22718620300293,4,1,17.711214065551758,-2,0,-7.362172994384764,0,-1,16.945678796997072,-3,-1,29.461650934448244
205762,-1,0,3,33.6654052734375,0,4,16.660480499267578,0,3,10.077966690063477,0,-1,-0.9598662734374983,0,-2,16.045058500732424,0,-1,22.627572309936525
541522,-1,6,5,64.16719818115234,5,6,43.892337799072266,0,5,13.347906112670898,-1,2,5.684557818847679,0,1,25.959418200927757,5,2,56.503849887329125
1651103,1,1,3,40.644168853759766,9,0,26.298664093017578,2,0,21.5402889251709,0,0,0.33449114624023224,-8,3,14.67999590698242,-1,3,19.4383710748291
293614,3,0,5,38.4250373840332,0,2,14.633964538574219,0,6,8.271110534667969,0,0,3.281826615966793,0,3,27.072899461425777,0,-1,33.43575346533203
291623,-1,0,5,36.910587310791016,2,4,20.38905906677246,0,6,9.594566345214844,0,0,-3.7178303107910153,-2,1,12.80369793322754,0,-1,23.598190654785157
1197817,-1,0,5,29.493989944458008,0,6,7.5969696044921875,0,2,14.970059394836426,1,-1,-0.9068979444580094,1,-2,20.99012239550781,1,2,13.617032605163573
125751,-1,4,5,42.54680252075195,4,6,20.700231552124023,0,4,14.919611930847168,0,-1,2.3891734792480577,0,-2,24.235744447875987,4,0,30.016364069152843
914300,2,6,1,56.63232421875,7,1,38.41599655151367,5,2,11.619691848754883,1,0,-2.5578732187500037,0,0,15.658454448486324,2,-1,42.45475915124511
1497270,1,6,6,47.63821029663086,7,0,39.00266647338867,6,1,15.830318450927734,-1,0,-4.318149296630857,-2,6,4.317394526611331,-1,5,27.489742549072268
1650295,-1,1,5,35.548099517822266,0,3,18.137874603271484,2,6,10.483267784118652,0,-2,1.1187744821777343,1,0,18.528999396728516,-1,-3,26.183606215881348
1727512,3,0,7,17.011056900024414,0,6,6.380369186401367,0,6,-4.889274597167969,3,1,3.646681099975588,3,2,14.277368813598635,3,2,25.54701259716797
693179,-1,1,5,37.18666076660156,0,6,15.859208106994629,0,4,14.400495529174805,0,-1,0.5898282333984355,1,-2,21.91728089300537,1,0,23.375993470825193
1302249,-1,6,4,57.7933464050293,1,6,28.21522331237793,5,2,22.651165008544922,0,-1,-2.3924784050293013,5,-3,27.185644687622066,1,1,32.749702991455074
770825,-1,4,4,31.750394821166992,4,5,12.555341720581055,0,4,12.26810359954834,-1,0,0.43282917883301053,-1,-1,19.627882279418948,3,0,19.915120400451663
125288,-1,5,6,41.575767517089844,4,6,27.393678665161133,0,5,7.255133628845215,-1,-2,1.0097134829101648,0,-2,15.191802334838876,4,-1,35.330347371154794
1583405,2,2,6,44.02579879760742,2,4,24.479583740234375,2,3,12.949570655822754,-1,0,-7.617964797607428,-1,2,11.928250259765619,-1,3,23.45826334417724
440336,3,1,7,28.98765754699707,0,4,15.676828384399414,0,6,-2.209135055541992,1,0,0.7061344530029281,2,3,14.016963615600584,2,1,31.90292705554199
1018847,-1,3,4,43.95679473876953,2,6,10.596138954162598,0,3,26.433698654174805,1,1,0.3076412612304722,2,-1,33.668297045837406,4,2,17.8307373458252
1133780,2,6,4,72.3983154296875,5,4,37.44480514526367,5,1,28.35687828063965,3,-1,-12.217139429687492,4,-1,22.736370854736336,4,2,31.82429771936036
697149,-1,1,5,53.488136291503906,2,5,37.556976318359375,0,5,9.004203796386719,0,-1,2.6811067084960953,-1,-1,18.612266681640627,1,-1,47.16503920361328
206556,3,0,3,36.62483596801758,0,2,9.540071487426758,0,2,11.564803123474121,0,-1,0.5488960319824159,0,0,27.633660512573236,0,0,25.608928876525873
33069,-1,2,1,36.56306457519531,4,2,14.720948219299316,0,4,14.915160179138184,1,-1,0.08003842480469103,-1,-2,21.922154780700687,3,-4,21.72794282086182
873147,1,5,1,24.550811767578125,6,0,9.834867477416992,7,0,21.910724639892578,0,1,0.8714352324218773,-1,2,15.58737952258301,-2,2,3.511522360107424
158592,3,3,2,39.941654205322266,2,2,23.3375301361084,0,2,1.0841631889343262,1,-2,6.279160794677736,2,-2,22.883284863891603,4,-2,45.136651811065676
583272,3,0,0,48.00838851928711,0,2,14.40505599975586,0,1,18.083377838134766,0,0,-2.75373051928711,0,-2,30.84960200024414,0,-1,27.171280161865234
1414834,-1,5,6,51.0396728515625,5,6,23.28318977355957,0,6,20.829524993896484,0,0,-0.5232338515625017,0,0,27.233249226440428,5,0,29.686914006103514
196841,-1,2,3,36.66738510131836,0,4,17.61701774597168,4,4,12.12341022491455,1,-2,4.821947898681643,3,-3,23.872315254028322,-1,-3,29.36592277508545
905215,3,4,3,53.52882766723633,0,4,33.42057418823242,3,2,4.588291645050049,2,-2,9.364831332763664,6,-3,29.47308481176757,3,-1,58.305367354949944
562598,-1,6,6,50.961814880371094,5,4,31.629518508911133,0,7,12.4053373336792,2,0,-1.966345880371101,3,2,17.36595049108886,8,-1,36.590131666320794
366401,-1,6,7,32.40812683105469,5,6,20.484033584594727,2,6,4.997136116027832,0,1,5.091199168945316,1,2,17.015292415405277,4,2,32.50218988397217
660545,1,5,0,58.527034759521484,6,0,29.222871780395508,8,0,36.49895095825195,0,1,-8.319085759521485,-1,1,20.98507721960449,-3,1,13.708998041748046
815146,3,4,4,48.89254379272461,1,5,18.552011489868164,1,2,14.820576667785645,1,0,-1.5430537927246135,4,-1,28.797478510131832,4,2,32.52891333221435
1625600,-1,4,5,51.13168716430664,2,3,36.1640625,0,6,8.040668487548828,0,-1,2.3702148356933535,2,1,17.337839499999994,4,-2,45.461233512451166
46773,-1,0,4,44.283241271972656,0,2,18.38564682006836,0,6,18.97063636779785,0,0,-4.203598271972652,0,2,21.693996179931645,0,-2,21.109006632202153
1662026,-1,6,7,34.82816696166992,5,6,21.739612579345703,2,6,6.161593437194824,0,0,5.432456038330081,1,1,18.5210104206543,4,1,34.09902956280518
1031751,-1,2,6,28.26813507080078,1,4,12.333431243896484,0,6,9.007744789123535,0,0,-0.18401607080078364,1,2,15.750687756103513,2,0,19.076374210876462
1201618,1,3,2,50.507808685302734,7,0,31.974090576171875,2,0,25.728506088256836,-2,2,-3.4457536853027335,-6,4,15.087964423828126,-1,4,21.333548911743165
412535,-1,6,6,47.666648864746094,3,6,18.19095802307129,3,6,22.548721313476562,0,1,1.8935301352539042,3,1,31.36922097692871,3,1,27.011457686523435
1094233,-1,4,3,35.953514099121094,2,3,18.991107940673828,1,4,10.035445213317871,0,-1,2.070639900878902,2,-1,19.033046059326168,3,-2,27.988708786682125
145092,-1,0,6,22.172014236450195,0,6,0.27498918771743774,0,2,14.970059394836426,1,0,-3.305284236450195,1,0,18.591740812282563,1,4,3.8966706051635747
1348628,-1,7,7,53.83824157714844,6,6,48.08549880981445,0,6,-1.174217700958252,0,-1,0.6734024228515665,1,0,6.426145190185551,7,0,55.685861700958256
1496984,-1,0,6,42.820369720458984,0,4,21.074134826660156,0,6,14.819270133972168,5,0,-0.754623720458973,5,2,20.991611173339855,5,0,27.246475866027843
1518495,1,4,1,31.01307487487793,6,0,11.43387222290039,6,0,26.77399444580078,0,1,-3.183081874877928,-2,2,16.39612077709961,-2,2,1.0559985541992205
712223,1,7,1,94.03909301757812,8,0,79.14529418945312,7,0,22.088573455810547,0,1,-6.999958017578123,-1,2,7.893840810546877,0,2,64.95056154418945
316663,2,4,5,41.34669876098633,2,2,31.362258911132812,4,4,3.38779616355896,-1,0,-1.7782967609863292,1,3,8.206143088867186,-1,1,36.18060583644104
412861,-1,6,7,46.61338424682617,5,6,39.27851486206055,2,6,0.4079142212867737,0,0,4.920344753173822,1,1,12.255214137939447,4,1,51.12581477871322
62699,2,3,3,39.63655471801758,2,2,18.685443878173828,3,2,14.354471206665039,0,-1,-6.340040718017583,1,0,14.611070121826167,0,0,18.942042793334956
1498052,-1,5,6,44.71295166015625,4,5,29.745323181152344,0,6,8.040668487548828,0,0,2.2895493398437523,1,1,17.25717781884766,5,0,38.961832512451174
426322,3,3,7,30.538766860961914,2,6,17.978464126586914,0,4,-2.9596610069274902,1,0,8.258060139038086,2,1,20.818362873413086,4,3,41.75648800692749
878088,-1,5,4,52.113059997558594,4,3,28.341306686401367,0,5,16.84479331970215,0,-2,0.41808000244140686,1,-1,24.189833313598633,5,-3,35.68634668029785
214534,-1,0,3,41.062660217285156,0,4,17.225040435791016,0,4,16.91066551208496,0,-1,0.1112447827148415,0,-2,23.948864564208982,0,-2,24.263239487915037
65572,-1,2,1,38.97349548339844,1,2,18.536169052124023,0,4,13.51036548614502,1,1,8.815327516601563,2,0,29.252653947875977,3,-2,34.27845751385498
33873,3,1,2,42.222171783447266,0,2,17.802583694458008,1,2,8.899629592895508,2,-2,0.7100082165527368,3,-2,25.129596305541995,2,-2,34.032550407104495
109817,-1,4,6,37.74178695678711,3,6,14.8578519821167,0,6,15.95697021484375,2,0,2.882040043212889,3,0,25.7659750178833,6,0,24.66685678515625
455736,3,2,5,52.2984504699707,1,4,33.43998336791992,0,5,3.338507652282715,0,-2,-3.1228824699707047,1,-1,15.735584632080077,2,-2,45.83706034771728
314876,3,2,6,26.60329246520996,1,2,9.876548767089844,0,6,1.206779956817627,1,-1,4.544669534790039,2,3,21.271413232910156,3,-1,29.941182043182373
441852,-1,0,6,36.74131774902344,0,6,12.163704872131348,0,5,17.650651931762695,2,1,-0.6500137490234366,2,1,23.927599127868653,2,2,18.440652068237306
430746,-1,4,4,59.36589813232422,4,5,36.78410339355469,0,4,15.654839515686035,0,3,0.7771138676757872,0,2,23.35890860644532,4,3,44.48817248431397
1018283,-1,4,6,37.836997985839844,4,6,27.393678665161133,0,5,3.516364336013794,0,-1,3.8850800141601596,0,-1,14.32839933483887,4,0,38.20571366398621
1034033,-1,1,5,39.33546447753906,1,4,20.67791175842285,0,6,11.730597496032715,1,1,-0.8379224775390668,1,2,17.819630241577144,2,0,26.76694450396728
798892,-1,0,6,24.47527503967285,0,4,17.27332305908203,0,6,0.27498918771743774,1,-1,-1.042495039672854,1,1,6.159456940917966,1,-1,23.15779081228256
944531,-1,6,6,58.361839294433594,5,4,41.412879943847656,1,6,10.021998405456543,0,-4,7.410988705566396,1,-2,24.359948056152334,5,-4,55.75082959454345
464870,3,1,5,19.745756149291992,0,5,2.398202419281006,1,3,1.8275864124298096,2,1,3.2921128507080084,3,1,20.639666580718995,2,3,21.21028258757019
1263319,-1,4,5,46.065948486328125,1,3,18.018009185791016,0,6,21.120986938476562,5,0,-1.9268444863281289,8,2,26.12109481420898,9,-1,23.018117061523434
1004642,3,5,1,47.86227798461914,0,2,23.18287467956543,4,2,9.15945053100586,0,-1,3.2135110153808597,5,-2,27.89291432043457,1,-2,41.91633846899414
1106793,-1,1,7,30.044336318969727,0,6,14.774832725524902,2,6,8.342540740966797,0,0,-0.6381983189697245,1,1,14.6313052744751,-1,1,21.063597259033205
1306746,-1,6,6,61.10585021972656,5,6,37.999969482421875,0,5,16.178922653198242,0,-3,17.58471078027347,1,-3,40.690591517578156,6,-2,62.51163834680179
635506,-1,5,4,49.825138092041016,3,3,28.578153610229492,2,6,14.320022583007812,0,-1,2.319063907958977,2,0,23.5660483897705,3,-3,37.82417941699218
1779859,3,0,7,27.937963485717773,0,2,11.218074798583984,0,7,1.1999263763427734,0,0,7.397651514282224,0,5,24.117540201416013,0,0,34.135688623657224
633325,-1,5,4,41.004764556884766,4,4,19.487306594848633,1,4,14.590499877929688,0,-1,0.7719504431152302,1,-1,22.289408405151363,4,-1,27.18621512207031
786747,3,4,7,31.576101303100586,0,3,18.165815353393555,4,7,-2.1096763610839844,0,-1,3.9603926968994116,4,3,17.370678646606443,0,-1,37.64617036108398
1385822,3,5,3,56.68476867675781,0,2,5.731363296508789,4,4,35.43344497680664,0,-3,-4.816870676757816,5,-2,46.13653470349121,1,-4,16.434453023193356
1661073,1,6,7,30.483352661132812,6,2,11.65329360961914,7,1,26.02484893798828,0,0,4.904659338867184,0,5,23.734718390380856,-1,6,9.363163062011715
294460,-1,0,5,43.05453872680664,0,2,24.399782180786133,0,6,11.727799415588379,0,0,2.844722273193362,0,3,21.49947881921387,0,-1,34.171461584411624
1661058,1,7,6,40.75883865356445,7,0,32.78654479980469,7,6,15.16707706451416,-1,1,-5.612291653564448,-1,7,2.360002200195318,-1,1,19.979469935485845
466374,-1,1,6,31.92503547668457,1,4,15.331542015075684,0,6,9.666533470153809,2,0,-0.9466904766845694,2,2,15.646802984924317,3,0,21.311811529846192
426793,2,4,8,40.57003402709961,4,2,36.193111419677734,2,7,-2.219710350036621,0,-1,0.09578897290039379,0,5,4.472711580322269,2,0,42.885533350036624
1497570,-1,5,7,41.952327728271484,4,6,29.405492782592773,0,6,5.619872570037842,0,-1,2.6346832717285125,1,0,15.181518217407223,5,0,38.967138429962155
718782,1,3,4,43.91969299316406,2,0,27.57480239868164,7,1,23.539676666259766,-1,0,-4.281374993164057,0,4,12.063515601318365,-5,3,16.09864133374024
294580,1,2,5,52.236934661865234,7,1,46.24007797241211,2,0,13.191644668579102,-2,0,-5.789630661865232,-7,4,0.2072260275878932,-2,5,33.2556593314209
772514,-1,3,5,40.23786163330078,2,6,24.726903915405273,0,4,8.583992004394531,0,-1,-0.09165563330078186,1,-2,15.419302084594726,3,0,31.562213995605468
22498,-1,2,5,43.7286376953125,0,6,23.15847396850586,1,3,13.64321231842041,0,0,3.435375304687497,2,-1,24.005539031494138,1,2,33.52080068157959
1005125,1,5,0,67.58494567871094,6,0,44.70671081542969,6,0,30.07303237915039,0,0,-14.02820867871094,-1,0,8.85002618457031,-1,0,23.483704620849608
1177934,1,6,5,79.06581115722656,7,0,48.22319412231445,7,2,38.03739547729492,0,0,-20.237747157226565,-1,5,10.604869877685545,-1,3,20.790668522705076
277871,-1,2,5,40.60614776611328,1,5,22.160531997680664,0,5,11.518654823303223,2,-2,-0.9824467661132701,3,-2,17.463169002319347,4,-2,28.10504617669679
467691,-1,3,6,36.266902923583984,0,6,12.313980102539062,3,4,17.02596664428711,0,0,0.33140107641601446,3,0,24.284323897460936,0,2,19.57233735571289
1152963,1,6,7,36.105106353759766,5,6,11.203886032104492,8,0,32.096004486083984,-1,1,-0.8553463537597636,0,2,24.04587396789551,-3,8,3.1537555139160176
789127,-1,4,6,42.71503448486328,0,7,23.178089141845703,4,3,12.6099853515625,0,0,3.4367695151367172,4,-1,22.973714858154295,0,3,33.5418186484375
1780842,-1,0,6,41.442039489746094,0,6,13.658679008483887,0,6,20.856401443481445,0,1,-1.9214294897460888,0,1,25.861930991516118,0,1,18.66420855651856
695115,-1,3,5,51.33174133300781,0,6,23.33991813659668,4,3,21.064865112304688,-2,-1,-5.002353333007811,1,-2,22.989469863403322,-3,1,25.264522887695314
905238,1,6,0,78.16360473632812,7,0,45.08872604370117,7,0,40.2696647644043,0,1,-15.66089573632813,-1,1,17.413982956298824,-1,1,22.2330442355957
